级别	日期和时间	来源	事件 ID	任务类别
警告	2018/11/18 18:09:29	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:09:02	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:09:00	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
信息	2018/11/18 18:07:35	Microsoft-Windows-Kernel-General	16	无	已经清除配置单元 \??\C:\ProgramData\Microsoft\Provisioning\Microsoft-Desktop-Provisioning-Sequence.dat 中的访问历史记录，更新 0 个项并创建 0 个已修改的页面。
警告	2018/11/18 18:06:26	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:06:17	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:06:12	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:05:32	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:04:22	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:03:50	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:02:48	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:02:27	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:02:17	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:01:51	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:01:41	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:01:17	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:01:07	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:00:48	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:00:26	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 18:00:07	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:59:35	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:59:21	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:59:09	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:59:06	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:59:02	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:58:42	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:58:29	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:58:29	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:58:28	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:58:28	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:58:24	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:58:14	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:58:12	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:58:00	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:57:50	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:57:48	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:57:48	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:57:44	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:57:44	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:57:43	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
信息	2018/11/18 17:57:26	Microsoft-Windows-Power-Troubleshooter	1	无	"系统已从低功耗状态中恢复。

睡眠时间:  ‎2018‎-‎11‎-‎18T09:56:39.143786000Z
唤醒时间: ‎2018‎-‎11‎-‎18T09:57:25.754113400Z

唤醒源: 电源按钮"
信息	2018/11/18 17:57:24	Microsoft-Windows-Kernel-Power	130	(33)	固件 S3 计时。SuspendStart: 0，SuspendEnd: 0
信息	2018/11/18 17:57:24	Microsoft-Windows-Kernel-Power	131	(33)	固件 S3 计时。ResumeCount: 0，FullResume: 0，AverageResume: 0
信息	2018/11/18 17:57:24	Microsoft-Windows-Kernel-General	1	(5)	"系统时间已从 ‎2018‎-‎11‎-‎18T09:56:42.742739000Z 更改为 ‎2018‎-‎11‎-‎18T09:57:24.500000000Z。

更改原因: System time synchronized with the hardware clock。"
信息	2018/11/18 17:56:42	Microsoft-Windows-Kernel-Power	107	(102)	系统已从睡眠状态恢复。
信息	2018/11/18 17:56:42	Microsoft-Windows-Kernel-Power	42	(64)	"系统正在进入睡眠状态。

睡眠原因: Button or Lid"
信息	2018/11/18 17:56:38	Microsoft-Windows-Power-Troubleshooter	1	无	"系统已从低功耗状态中恢复。

睡眠时间:  ‎2018‎-‎11‎-‎18T09:32:42.167230900Z
唤醒时间: ‎2018‎-‎11‎-‎18T09:56:37.650315900Z

唤醒源: 电源按钮"
信息	2018/11/18 17:56:36	Microsoft-Windows-Kernel-Power	130	(33)	固件 S3 计时。SuspendStart: 0，SuspendEnd: 0
信息	2018/11/18 17:56:36	Microsoft-Windows-Kernel-Power	131	(33)	固件 S3 计时。ResumeCount: 0，FullResume: 0，AverageResume: 0
信息	2018/11/18 17:56:36	Microsoft-Windows-Kernel-General	1	(5)	"系统时间已从 ‎2018‎-‎11‎-‎18T09:32:45.179596200Z 更改为 ‎2018‎-‎11‎-‎18T09:56:36.500000000Z。

更改原因: System time synchronized with the hardware clock。"
信息	2018/11/18 17:32:45	Microsoft-Windows-Kernel-Power	107	(102)	系统已从睡眠状态恢复。
信息	2018/11/18 17:32:44	Microsoft-Windows-Kernel-Power	42	(64)	"系统正在进入睡眠状态。

睡眠原因: Button or Lid"
警告	2018/11/18 17:32:43	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
错误	2018/11/18 17:32:25	Disk	11	无	驱动程序在 \Device\Harddisk2\DR3 上检测到控制器错误。
警告	2018/11/18 17:32:09	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:32:06	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:31:57	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:31:56	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:31:53	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:31:07	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:27:43	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:27:43	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:27:30	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:26:33	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:26:12	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:26:01	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:25:20	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:24:59	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:24:44	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:24:04	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:23:51	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:23:03	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:22:54	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:22:53	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:22:23	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:22:06	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
信息	2018/11/18 17:22:06	Microsoft-Windows-Ntfs	98	无	卷 L: (\Device\HarddiskVolume18) 运行状况良好。无需执行任何操作。
信息	2018/11/18 17:22:05	Microsoft-Windows-Ntfs	98	无	卷 K: (\Device\HarddiskVolume17) 运行状况良好。无需执行任何操作。
信息	2018/11/18 17:22:05	Microsoft-Windows-Ntfs	98	无	卷 J: (\Device\HarddiskVolume16) 运行状况良好。无需执行任何操作。
信息	2018/11/18 17:22:03	Microsoft-Windows-Ntfs	98	无	卷 I: (\Device\HarddiskVolume15) 运行状况良好。无需执行任何操作。
警告	2018/11/18 17:21:52	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:21:48	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:21:43	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:21:10	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:21:09	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:20:49	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:20:47	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:20:43	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:20:39	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:20:32	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:20:32	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:20:28	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:20:28	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
警告	2018/11/18 17:20:26	Microsoft-Windows-WHEA-Logger	17	无	"出现已更正的硬件错误。

组件: PCI Express 根端口
错误源: 高级错误报告(PCI Express)

总线:设备:功能: 0x0:0x1C:0x4
供应商 ID:设备 ID: 0x8086:0x9D14
类代码: 0x30400

该项的详细信息视图包含进一步的信息。"
