级别	日期和时间	来源	事件 ID	任务类别
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5492 的应用程序 \Device\HarddiskVolume9\Program Files\Windows Defender\NisSrv.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5428 的应用程序 \Device\HarddiskVolume9\Windows\explorer.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5188 的应用程序 \Device\HarddiskVolume10\Program Files (x86)\MyDrivers\DriverGenius\xlmodule\download\minithunderplatform.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5184 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5128 的应用程序 \Device\HarddiskVolume9\Windows\System32\ctfmon.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5104 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5072 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 5004 的应用程序 \Device\HarddiskVolume9\Windows\System32\taskhostw.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 4924 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 4896 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 4884 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 4844 的应用程序 \Device\HarddiskVolume9\Windows\System32\sihost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 4588 的应用程序 \Device\HarddiskVolume9\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 4352 的应用程序 \Device\HarddiskVolume9\Windows\System32\rundll32.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 4212 的应用程序 \Device\HarddiskVolume9\Windows\System32\wbem\WmiPrvSE.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 4092 的应用程序 \Device\HarddiskVolume9\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3832 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3680 的应用程序 \Device\HarddiskVolume9\Windows\System32\wbem\WmiPrvSE.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3612 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3604 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3524 的应用程序 \Device\HarddiskVolume9\Windows\System32\Locator.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3428 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3376 的应用程序 \Device\HarddiskVolume10\Program Files (x86)\MyDrivers\DriverGenius\drivergenius.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3368 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3316 的应用程序 \Device\HarddiskVolume9\Windows\SysWOW64\wbem\WmiPrvSE.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3264 的应用程序 \Device\HarddiskVolume9\Program Files (x86)\NVIDIA Corporation\NvTelemetry\NvTelemetryContainer.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3256 的应用程序 \Device\HarddiskVolume9\Windows\System32\SecurityHealthService.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3212 的应用程序 \Device\HarddiskVolume9\Program Files\Windows Defender\MsMpEng.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3200 的应用程序 \Device\HarddiskVolume9\Windows\System32\SASrv.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3192 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3184 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3176 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3168 的应用程序 \Device\HarddiskVolume9\Program Files\CONEXANT\SAII\CxUtilSvc.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3156 的应用程序 \Device\HarddiskVolume9\Windows\System32\CxAudMsg64.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3144 的应用程序 \Device\HarddiskVolume9\Windows\System32\IPROSetMonitor.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3136 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3128 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3120 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 3112 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2992 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2936 的应用程序 \Device\HarddiskVolume9\Windows\System32\spoolsv.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2880 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2860 的应用程序 \Device\HarddiskVolume9\Windows\System32\audiodg.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2832 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2752 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2728 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2672 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2596 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2588 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2580 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2540 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2480 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2368 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2064 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 2056 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1996 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1836 的应用程序 \Device\HarddiskVolume9\Windows\System32\atiesrxx.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1808 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1796 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1788 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1780 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1772 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1692 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1596 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1588 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1576 的应用程序 \Device\HarddiskVolume9\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1500 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1492 的应用程序 \Device\HarddiskVolume9\Windows\System32\RuntimeBroker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1452 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1400 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1320 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1300 的应用程序 \Device\HarddiskVolume6\MyDrivers\update\SetupChipset_101145.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1256 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1248 的应用程序 \Device\HarddiskVolume9\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1180 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1172 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1132 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 1048 的应用程序 \Device\HarddiskVolume9\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 984 的应用程序 \Device\HarddiskVolume9\Windows\System32\SgrmBroker.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 936 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 928 的应用程序 \Device\HarddiskVolume9\Windows\System32\fontdrvhost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 916 的应用程序 \Device\HarddiskVolume9\Windows\System32\fontdrvhost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 908 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
警告	2018/11/5 17:43:54	Microsoft-Windows-Kernel-PnP	225	(223)	进程 ID 为 892 的应用程序 \Device\HarddiskVolume9\Windows\System32\svchost.exe 已停止删除或弹出设备 PCI\VEN_8086&DEV_9D18&SUBSYS_383A17AA&REV_F1\3&11583659&0&E8。
